Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
191,18102,species,New Holland Honeyeater,Phylidonyris novaehollandiae,1,Eaglehawk Neck--Tesselated Pavement,AU-TAS,22 Nov 2025,L1479659,S288133596,,1
192,17859,species,Little Wattlebird,Anthochaera chrysoptera,2,Eaglehawk Neck--Tesselated Pavement,AU-TAS,22 Nov 2025,L1479659,S288133596,,1
193,2498,species,灰头绿鸠,Treron phayrei,4,中科院西双版纳热带植物园 (Xishuangbanna Tropical Botanical Garden),CN-53,20 Nov 2025,L2356004,S286897969,,1
195,32496,species,Parrot Crossbill,Loxia pytyopsittacus,1,Asserbro Strand,DK-02,15 Nov 2025,L11249680,S284551126,,1
196,6416,species,Little Auk,Alle alle,1,Ålsgårde,DK-02,15 Nov 2025,L16764149,S284516464,,1
197,27928,species,斑翅椋鸟,Saroglossa spilopterus,30,石梯村 (Shiti Village),CN-53,15 Nov 2025,L8245010,S286082842,,1
198,13353,species,蓝枕八色鸫,Hydrornis nipalensis,1,石梯村 (Shiti Village),CN-53,15 Nov 2025,L8245010,S286082842,,1
199,31032,species,Double-barred Finch,Stizoptera bichenovii,2,Oxley Creek Common,AU-QLD,15 Nov 2025,L967148,S284472937,,1
200,30117,species,Mistletoebird,Dicaeum hirundinaceum,4,Oxley Creek Common,AU-QLD,15 Nov 2025,L967148,S284472937,,1
201,12021,species,Nankeen Kestrel,Falco cenchroides,1,Oxley Creek Common,AU-QLD,15 Nov 2025,L967148,S284472937,,1
202,25769,species,Silvereye,Zosterops lateralis,5,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,09 Nov 2025,L2177590,S283659679,,1
203,20846,species,White-eared Monarch,Carterornis leucotis,1,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,09 Nov 2025,L2177590,S283659679,,1
204,18466,species,White-throated Gerygone,Gerygone olivacea,1,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,09 Nov 2025,L2177590,S283659679,,1
205,18004,species,Scarlet Myzomela,Myzomela sanguinolenta,10,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,09 Nov 2025,L2177590,S283659679,,1
206,12265,species,Australian King Parrot,Alisterus scapularis,3,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,09 Nov 2025,L2177590,S283659679,,1
207,367,species,红胸黑雁,Branta ruficollis,2,沙城湿地 (Shacheng Wetlands),CN-13,06 Nov 2025,L23309797,S290964659,,1
208,7925,species,Square-tailed Kite,Lophoictinia isura,2,Mt Gravatt Summit Trail,AU-QLD,03 Nov 2025,L3122260,S282661105,,1
209,21798,species,Jacky Winter,Microeca fascinans,2,Dayboro--Strong Rd East,AU-QLD,03 Nov 2025,L1467178,S282661136,,1
210,3814,species,Australian Owlet-nightjar,Aegotheles cristatus,1,Dayboro--Strong Rd East,AU-QLD,03 Nov 2025,L1467178,S282661136,,1
211,32100,species,黑头蜡嘴雀,Eophona personata,10,"南京中山植物园北园, 南京市 CN-江苏省 32.05635, 118.83186",CN-32,02 Nov 2025,L45327021,S290963411,,1
212,31162,species,Chestnut-breasted Mannikin,Lonchura castaneothorax,5,Sandy Camp Road Wetlands,AU-QLD,01 Nov 2025,L1788977,S282325134,,1
213,6120,species,灰瓣蹼鹬,Phalaropus fulicarius,1,Scheveningen--Zuidelijk Havenhoofd,NL-ZH,30 Oct 2025,L20736897,S292702833,,1
214,19318,species,Grey Shrikethrush,Colluricincla harmonica,1,Tinchi Tamba Wetlands Reserve,AU-QLD,26 Oct 2025,L960635,S281471540,,1
215,18484,species,Mangrove Gerygone,Gerygone levigaster,1,Tinchi Tamba Wetlands Reserve,AU-QLD,26 Oct 2025,L960635,S281471540,,1
216,17876,species,Mangrove Honeyeater,Gavicalis fasciogularis,1,Tinchi Tamba Wetlands Reserve,AU-QLD,26 Oct 2025,L960635,S281471540,,1
217,3768,species,Tawny Frogmouth,Podargus strigoides,3,Tinchi Tamba Wetlands Reserve,AU-QLD,26 Oct 2025,L960635,S281471540,,1
218,12086,species,Brown Falcon,Falco berigora,1,"Auto selected -27.71618, 152.81609",AU-QLD,26 Oct 2025,L54458786,S281351690,,1
219,7852,species,Black-shouldered Kite,Elanus axillaris,1,Dalys Lagoon (restricted access),AU-QLD,26 Oct 2025,L2553474,S290740300,,1
220,8363,species,Whistling Kite,Haliastur sphenurus,1,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
221,8061,species,Wedge-tailed Eagle,Aquila audax,2,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
222,7728,species,White-necked Heron,Ardea pacifica,1,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
223,7501,species,Straw-necked Ibis,Threskiornis spinicollis,2,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
224,6094,species,拉氏沙锥 (澳南沙锥),Gallinago hardwickii,1,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
225,5984,species,Australian Painted-snipe,Rostratula australis,1,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
226,3279,species,Pacific Koel,Eudynamys orientalis,1,Bayliss Lagoon (South Ripley),AU-QLD,26 Oct 2025,L2553464,S281470388,,1
227,5750,species,Bush Stone-curlew,Burhinus grallarius,4,UQ Lakes,AU-QLD,24 Oct 2025,L1161285,S281053554,,1
228,18210,species,Noisy Friarbird,Philemon corniculatus,5,"21–40 Esplanade, Wellington Point AU-QLD (-27.4713,153.2393)",AU-QLD,24 Oct 2025,L54393420,S281052771,,1
229,6716,species,Australian Tern,Gelochelidon macrotarsa,1,King Island (Moreton Bay),AU-QLD,24 Oct 2025,L4899663,S281085425,,1
230,5940,species,Red-capped Plover,Anarhynchus ruficapillus,10,King Island (Moreton Bay),AU-QLD,24 Oct 2025,L4899663,S281085425,,1
231,7993,species,短趾雕,Circaetus gallicus,1,百望山森林公园 (Baiwangshan Forest Park),CN-11,19 Oct 2025,L3527640,S290982778,,1
232,31023,species,Red-browed Finch,Neochmia temporalis,3,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
233,19604,species,Olive-backed Oriole,Oriolus sagittatus,3,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
234,18402,species,Brown Thornbill,Acanthiza pusilla,2,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
235,18130,species,White-naped Honeyeater,Melithreptus lunatus,1,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
236,18126,species,White-throated Honeyeater,Melithreptus albogularis,1,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
237,17807,species,Bell Miner,Manorina melanophrys,5,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
238,17787,species,Yellow-faced Honeyeater,Caligavis chrysops,3,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
239,17661,species,Variegated Fairywren,Malurus lamberti,4,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
240,3351,species,Fan-tailed Cuckoo,Cacomantis flabelliformis,4,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
241,3318,species,Shining Bronze Cuckoo,Chalcites lucidus,1,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
242,2082,species,Brown Cuckoo-Dove,Macropygia phasianella,2,D'Aguilar National Park--Araucaria Circuit (Enoggera Reservoir),AU-QLD,18 Oct 2025,L2177590,S280050689,,1
243,23872,species,Tawny Grassbird,Cincloramphus timoriensis,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
244,23728,species,Australian Reed Warbler,Acrocephalus australis,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
245,20961,species,Leaden Flycatcher,Myiagra rubecula,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
246,19558,species,Rufous Whistler,Pachycephala rufiventris,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
247,18814,species,Varied Triller,Lalage leucomela,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
248,18810,species,White-winged Triller,Lalage tricolor,1,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
249,18686,species,Black-faced Cuckooshrike,Coracina novaehollandiae,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
250,18309,species,White-browed Scrubwren,Sericornis frontalis,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
251,18181,species,Little Friarbird,Philemon citreogularis,3,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
252,12499,species,Pale-headed Rosella,Platycercus adscitus,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
253,7528,species,Royal Spoonbill,Platalea regia,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
254,2238,species,Bar-shouldered Dove,Geopelia humeralis,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
255,1714,species,Brown Quail,Synoicus ypsilophorus,2,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
256,637,species,Grey Teal,Anas gracilis,4,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
257,252,species,Wandering Whistling Duck,Dendrocygna arcuata,3,Sandy Camp Road Wetlands,AU-QLD,17 Oct 2025,L1788977,S280050547,,1
258,7661,species,白脸鹭,Egretta novaehollandiae,1,Wynnum Esplanade at Penfold Parade,AU-QLD,17 Oct 2025,L6291249,S280050523,,1
259,7414,species,Australian Pied Cormorant,Phalacrocorax varius,1,Wynnum Esplanade at Penfold Parade,AU-QLD,17 Oct 2025,L6291249,S280050523,,1
260,6463,species,澳洲红嘴鸥,Chroicocephalus novaehollandiae,50,Wynnum Esplanade at Penfold Parade,AU-QLD,17 Oct 2025,L6291249,S280050523,,1
261,5791,species,Pied Oystercatcher,Haematopus longirostris,3,Wynnum Esplanade at Penfold Parade,AU-QLD,17 Oct 2025,L6291249,S280050523,,1
262,5559,species,Pale-vented Bush-hen,Amaurornis moluccana,1,UQ Lakes,AU-QLD,14 Oct 2025,L1161285,S279264699,,1
263,5583,species,斑胁田鸡,Zapornia paykullii,1,南汇东滩 (Nanhui Dongtan),CN-31,13 Oct 2025,L3550292,S279175922,,1
264,24276,species,Tree Martin,Petrochelidon nigricans,2,South Bank Parklands (South Brisbane),AU-QLD,13 Oct 2025,L1295185,S279071402,,1
266,18079,species,Brown Honeyeater,Lichmera indistincta,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
267,17683,species,Red-backed Fairywren,Malurus melanocephalus,2,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
268,17670,species,Superb Fairywren,Malurus cyaneus,4,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
269,12668,species,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,4,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
270,12189,species,Little Corella,Cacatua sanguinea,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
271,6840,species,Australasian Grebe,Tachybaptus novaehollandiae,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
272,6000,species,Comb-crested Jacana,Irediparra gallinacea,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
273,3151,species,Pheasant/Kai Coucal,Centropus phasianinus,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
274,379,species,黑天鹅,Cygnus atratus,3,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
275,236,species,Magpie Goose,Anseranas semipalmata,1,Minnippi Parklands,AU-QLD,11 Oct 2025,L1161973,S278894284,,1
276,12176,species,Galah,Eolophus roseicapilla,1,"511 Broadwater Rd, Mansfield AU-QLD (-27.5460,153.1087)",AU-QLD,11 Oct 2025,L53865945,S278894245,,1
277,20609,species,Paradise Riflebird,Ptiloris paradiseus,1,Mount Glorious Community Hall,AU-QLD,11 Oct 2025,L12711758,S278894109,,1
278,19708,species,Australasian Figbird,Sphecotheres vieilloti,4,Mount Glorious Community Hall,AU-QLD,11 Oct 2025,L12711758,S278894109,,1
279,17706,species,Eastern Spinebill,Acanthorhynchus tenuirostris,3,Mount Glorious Community Hall,AU-QLD,11 Oct 2025,L12711758,S278894109,,1
280,2844,species,Topknot Pigeon,Lopholaimus antarcticus,5,Mount Glorious Community Hall,AU-QLD,11 Oct 2025,L12711758,S278894109,,1
281,28234,species,Russet-tailed Thrush,Zoothera heinei,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
282,21868,species,Pale-yellow Robin,Eopsaltria capito,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
283,21861,species,Eastern Yellow Robin,Eopsaltria australis,4,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
284,20900,species,Spectacled Monarch,Symposiachrus trivirgatus,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
285,20879,species,Black-faced Monarch,Monarcha melanopsis,4,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
286,20386,species,Grey Fantail,Rhipidura albiscapa,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
287,20338,species,Australian Rufous Fantail,Rhipidura rufifrons,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
288,19807,species,Pied Currawong,Strepera graculina,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
289,19476,species,Australian Golden/Western Whistler,Pachycephala pectoralis,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
290,18972,species,Eastern Whipbird,Psophodes olivaceus,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
291,18428,species,Brown Gerygone,Gerygone mouki,5,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
292,18331,species,Large-billed Scrubwren,Sericornis magnirostra,3,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
293,18287,species,Yellow-throated Scrubwren,Neosericornis citreogularis,9,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
294,18227,species,Spotted Pardalote,Pardalotus punctatus,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
295,17743,species,Lewin's Honeyeater,Meliphaga lewinii,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
296,17575,species,White-throated Treecreeper,Cormobates leucophaea,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
297,17554,species,Satin Bowerbird,Ptilonorhynchus violaceus,3,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
298,17553,species,Regent Bowerbird,Sericulus chrysocephalus,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
299,17533,species,Green Catbird,Ailuroedus crassirostris,5,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
300,13406,species,Noisy Pitta,Pitta versicolor,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
301,12480,species,Crimson Rosella,Platycercus elegans,5,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
302,10028,species,Laughing Kookaburra,Dacelo novaeguineae,2,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
303,8225,species,Brown Goshawk,Tachyspiza fasciata,1,D'Aguilar National Park--Maiala Loop Walk,AU-QLD,11 Oct 2025,L966772,S278894064,,1
304,6462,species,Bonaparte's Gull,Chroicocephalus philadelphia,30,Metzger Marsh Wildlife Area,US-OH,11 Oct 2025,L211111,S278558704,,1
305,382,species,Trumpeter Swan,Cygnus buccinator,7,Metzger Marsh Wildlife Area,US-OH,11 Oct 2025,L211111,S278558704,,1
306,19784,species,Pied Butcherbird,Cracticus nigrogularis,1,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,11 Oct 2025,L53754048,S278894001,,1
307,19773,species,Grey Butcherbird,Cracticus torquatus,3,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,11 Oct 2025,L53754048,S278894001,,1
308,2212,species,Crested Pigeon,Ocyphaps lophotes,2,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,11 Oct 2025,L53754048,S278894001,,1
309,24275,species,Fairy Martin,Petrochelidon ariel,1,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
310,20947,species,Magpie-lark,Grallina cyanoleuca,2,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
311,7377,species,Little Pied Cormorant,Microcarbo melanoleucos,3,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
312,7375,species,Australasian Darter,Anhinga novaehollandiae,2,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
313,5891,species,Masked Lapwing,Vanellus miles,1,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
314,5525,species,Australasian Swamphen,Porphyrio melanotus,3,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
315,5478,species,Dusky Moorhen,Gallinula tenebrosa,23,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
316,795,species,Australian Brushturkey,Alectura lathami,1,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
317,685,species,Hardhead,Aythya australis,1,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
318,534,species,Pacific Black Duck,Anas superciliosa,1,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
319,459,species,Maned Duck,Chenonetta jubata,13,UQ Lakes,AU-QLD,09 Oct 2025,L1161285,S278234957,,1
320,24184,species,Welcome Swallow,Hirundo neoxena,10,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
321,19793,species,Australian Magpie,Gymnorhina tibicen,1,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
322,18120,species,Blue-faced Honeyeater,Entomyzon cyanotis,2,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
323,17808,species,Noisy Miner,Manorina melanocephala,4,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
324,12680,species,彩虹吸蜜鹦鹉,Trichoglossus moluccanus,10,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
325,7801,species,Australian Pelican,Pelecanus conspicillatus,1,"30 Swanfield St, MacGregor AU-QLD -27.56788, 153.08098",AU-QLD,08 Oct 2025,L53754048,S278234919,,1
326,31511,species,黑喉岩鹨,Prunella atrogularis,20,庙尔沟风景区 (Miaorgou Scenic Area),CN-65,07 Oct 2025,L37992732,S278299197,,1
327,23272,species,Ashy Prinia,Prinia socialis,3,Endaramulla--Mahara Jogging Track,LK-12,07 Oct 2025,L4046748,S277740094,,1
330,20745,species,印度寿带 (印缅寿带),Terpsiphone paradisi,1,Yala National Park (General),LK-33,05 Oct 2025,L1122648,S277567069,,1
331,32155,species,红腰朱雀,Carpodacus rhodochlamys,2,老水磨,CN-65,05 Oct 2025,L53829212,S278297627,,1
332,31865,species,北鹨,Anthus gustavi,1,上海滨海森林公园 (Shanghai Coastal Forest Park),CN-31,05 Oct 2025,L5266169,S278316075,,1
333,6757,species,White-cheeked Tern,Sterna repressa,3,Jaz Aquamarine Hotel Area,EG-BA,05 Oct 2025,L28944270,S279427589,,1
334,6505,species,White-eyed Gull,Ichthyaetus leucophthalmus,50,Jaz Aquamarine Hotel Area,EG-BA,05 Oct 2025,L28944270,S279427589,,1
335,6461,species,细嘴鸥,Chroicocephalus genei,2,Jaz Aquamarine Hotel Area,EG-BA,05 Oct 2025,L28944270,S279427589,,1
336,19955,species,Sri Lanka Woodshrike,Tephrodornis affinis,1,Yala National Park (General),LK-33,05 Oct 2025,L1122648,S279088217,,1
337,7297,species,黑颈鹳,Ephippiorhynchus asiaticus,1,Yala National Park (General),LK-33,05 Oct 2025,L1122648,S279088217,,1
338,33991,species,Connecticut Warbler,Oporornis agilis,1,Fireplace Neck Tidal Wetlands,US-NY,04 Oct 2025,L9315964,S277287209,,1
339,2966,species,小鸨,Tetrax tetrax,2,一六三团五连,CN-65,04 Oct 2025,L53816454,S278238796,,1
341,33232,species,Nelson's Sparrow,Ammospiza nelsoni,1,Timber Point Golf Course--East Marina,US-NY,04 Oct 2025,L2113967,S277159912,,1
342,22477,species,Jerdon's Bush Lark,Plocealauda affinis,1,"Embilikala Kalapuwa Wetland, Bundula National Park",LK-33,04 Oct 2025,L8822337,S284349928,,1
343,3205,species,斑翅凤头鹃,Clamator jacobinus,1,"Embilikala Kalapuwa Wetland, Bundula National Park",LK-33,04 Oct 2025,L8822337,S284349928,,1
344,3182,species,Blue-faced Malkoha,Phaenicophaeus viridirostris,1,"Embilikala Kalapuwa Wetland, Bundula National Park",LK-33,04 Oct 2025,L8822337,S284349928,,1
345,3166,species,Sirkeer Malkoha,Taccocua leschenaultii,1,"Embilikala Kalapuwa Wetland, Bundula National Park",LK-33,04 Oct 2025,L8822337,S284349928,,1
346,21617,species,Brown-necked Raven,Corvus ruficollis,2,Luxor / الأقصر--Karnak Temple and Sacred Lake الكرنك البحيره المقدسه,EG-KN,03 Oct 2025,L13856593,S279427609,,1
347,28991,species,Indian Robin,Copsychus fulicatus,,Uda Walawe National Park,LK-82,03 Oct 2025,L31303047,S277156734,,1
348,10339,species,印度佛法僧,Coracias benghalensis,1,Uda Walawe National Park,LK-82,03 Oct 2025,L31303047,S277156734,,1
349,9730,species,Malabar Pied Hornbill,Anthracoceros coronatus,1,Uda Walawe National Park,LK-82,03 Oct 2025,L31303047,S277156734,,1
